id,city,region,country,country_code,air_quality,water_pollution
459,Soest,North Rhine-Westphalia,Germany,276,100,50
460,Brescia,Lombardy,Italy,380,22.65625,70.53571429
461,Coventry,England,United Kingdom,826,56.66666667,31.81818182
462,St Albans,England,United Kingdom,826,62.5,18.75
463,Cremona,Lombardy,Italy,380,50,50
464,Monza,Lombardy,Italy,380,42.85714286,50
465,Varese,Lombardy,Italy,380,50,33.33333333
466,Indianapolis,Indiana,United States of America,840,67.44186047,50.65789474
467,Avignon,,France,250,57.14285714,66.66666667
468,Montpellier,,France,250,71.66666667,29.54545455
469,Antalya,Antalya Province,Turkey,792,67.1875,41.07142857
470,Varna,Varna Province,Bulgaria,100,40.10416667,48.88888889
471,Burgas,Burgas Province,Bulgaria,100,46.42857143,46.73913043
472,Vicenza,Veneto,Italy,380,45,47.5
473,Orleans,,France,250,83.33333333,50
474,Irkutsk,Irkutsk Oblast,Russia,643,53.125,37.5
475,Gorizia,Friuli-Venezia Giulia,Italy,380,90,25
476,Strasbourg,,France,250,68,47.36842105
477,Yakutsk,Sakha Republic,Russia,643,58.33333333,87.5
478,Poitiers,,France,250,87.5,50
479,Pokhara,,Nepal,524,65.47619048,71.42857143
480,Lalitpur,Bagmati,Nepal,524,20.45454545,65
481,Perpignan,,France,250,95,50
482,Livorno,Tuscany,Italy,380,55.55555556,62.5
483,Herzogenrath,North Rhine-Westphalia,Germany,276,75,50
484,Blagoveshchensk,Amur Oblast,Russia,643,25,25
485,Hof,Bavaria,Germany,276,75,50
486,Dijon,,France,250,87.5,12.5
487,Lugano,Ticino,Switzerland,756,67.85714286,12.5
488,Nordhausen,Thuringia,Germany,276,100,50
489,Brühl,North Rhine-Westphalia,Germany,276,75,50
490,Girona,Catalonia,Spain,724,100,0
491,Amberg,Bavaria,Germany,276,100,50
492,Bad Kreuznach,Rhineland-Palatinate,Germany,276,100,50
493,Padang,West Sumatra,Indonesia,360,68.75,25
494,Sevastopol,,Ukraine,804,75,56.25
495,Lutsk,Volyn Oblast,Ukraine,804,54.16666667,58.33333333
496,Yogyakarta City,Special Region of Yogyakarta,Indonesia,360,45.65217391,57.29166667
497,Jambi,Jambi,Indonesia,360,87.5,12.5
498,Pekanbaru,Riau,Indonesia,360,80,25
499,Yuzhno-Sakhalinsk,Sakhalin Oblast,Russia,643,8.333333333,75
500,Toulouse,,France,250,61.29032258,39.42307692
501,Casablanca,Casablanca-Settat,Morocco,504,22.6744186,60.57692308
502,Palembang,South Sumatra,Indonesia,360,75,0
503,Bandar Lampung,Lampung,Indonesia,360,62.5,40
504,Biratnagar,Province No. 1,Nepal,524,40,50
505,Dharan,Province No. 1,Nepal,524,75,50
506,Valladolid,Castile and Leon,Spain,724,70,41.66666667
507,Ostrava,,Czech Republic,203,28.84615385,25
508,Terni,Umbria,Italy,380,42.5,50
509,Miami,Florida,United States of America,840,70.2020202,47.36842105
510,Karachi,Sindh,Pakistan,586,21.96969697,83.11170213
511,Lagos,Lagos,Nigeria,566,20.60810811,80.51470588
512,Rio de Janeiro,Rio de Janeiro,Brazil,76,46.81208054,77.24137931
513,Seoul,,South Korea,410,33.7628866,36.45251397
514,Shanghai,,China,156,25,67.58474576
515,Bilbao,Basque Autonomous Community,Spain,724,70,26.31578947
516,Seville,Andalusia,Spain,724,57.14285714,23.80952381
517,Vigo,Galicia,Spain,724,86.45833333,21.25
518,Granada,Andalusia,Spain,724,58.92857143,14.28571429
519,Valencia,Community of Valencia,Spain,724,59.65909091,38.41463415
520,Palma,Balearic Islands,Spain,724,75,36.66666667
521,Malaga,Andalusia,Spain,724,75,30.55555556
522,Las Pinas,Metro Manila,Philippines,608,33.33333333,75
523,Malabon,Metro Manila,Philippines,608,25,50
524,Cancun,Quintana Roo,Mexico,484,75,55
525,Schaffhausen,Canton of Schaffhausen,Switzerland,756,87.5,18.75
526,Guadalajara,Jalisco,Mexico,484,43.07692308,64.54545455
527,Mandaluyong,Metro Manila,Philippines,608,12.5,82.5
528,Winterthur,Canton of Zurich,Switzerland,756,91.66666667,0
529,Baku,,Azerbaijan,31,29.89690722,69.02173913
530,Thimphu,Thimphu District,Bhutan,64,44.64285714,60
531,Bandar Seri Begawan,Brunei-Muara District,Brunei,96,82.95454545,48.86363636
532,Dili,Dili municipality,Timor-Leste,626,59.375,62.5
533,Vientiane,Vientiane Prefecture,Laos,418,23.48484848,73.33333333
534,Male,Kaafu Atoll,Maldives,462,35.57692308,87.5
535,Bishkek,,Kyrgyzstan,417,18.57142857,45.96774194
536,Dushanbe,,Tajikistan,762,41.66666667,61.11111111
537,Burgos,Castile and Leon,Spain,724,100,33.33333333
538,Erode,Tamil Nadu,India,356,50,61.11111111
539,Salem,Tamil Nadu,India,356,48.80952381,64.28571429
540,Coimbatore,Tamil Nadu,India,356,50,65.74074074
541,Mysore,Karnataka,India,356,51.5625,62.5
542,Batam,Riau Islands,Indonesia,360,56.25,50
543,Tanjung Pinang,Riau Islands,Indonesia,360,0,25
544,Cilegon,Banten,Indonesia,360,50,50
545,Tangerang,Banten,Indonesia,360,45.45454545,52.27272727
546,Pamplona,Navarre,Spain,724,100,0
547,Bandung,West Java,Indonesia,360,40.38461538,61.70212766
548,Bogor,West Java,Indonesia,360,67.30769231,52.08333333
549,Cimahi,West Java,Indonesia,360,58.33333333,33.33333333
550,Depok,West Java,Indonesia,360,8.333333333,91.66666667
551,Almeria,Andalusia,Spain,724,75,43.75
552,Elche,Community of Valencia,Spain,724,85,41.66666667
553,Saskatoon,Saskatchewan,Canada,124,74.32432432,29.6875
554,Belfast,Northern Ireland,United Kingdom,826,76.35135135,22.72727273
555,Cardiff,Wales,United Kingdom,826,70,20.45454545
556,Georgetown,Demerara-Mahaica,Guyana,328,51.31578947,83.33333333
557,Montecchio,Umbria,Italy,380,87.5,50
558,Magelang,Central Java,Indonesia,360,100,0
559,Salatiga,Central Java,Indonesia,360,83.33333333,37.5
560,Semarang,Central Java,Indonesia,360,55.55555556,47.5
561,Lugo,Galicia,Spain,724,100,50
562,Sarajevo,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,70,25,44.01041667
563,Butwal,,Nepal,524,75,53.125
564,Hetauda,Bagmati,Nepal,524,53.57142857,83.33333333
565,Kediri,East Java,Indonesia,360,75,0
566,Madiun,East Java,Indonesia,360,100,6.25
567,Malang,East Java,Indonesia,360,77.17391304,34.7826087
568,Mojokerto,East Java,Indonesia,360,100,0
569,Surabaya,East Java,Indonesia,360,49.43181818,57.77777778
570,Denpasar,Bali,Indonesia,360,33.69565217,60.22727273
571,Darwin,Northern Territory,Australia,36,84.65909091,26.92307692
572,Tulcea,Tulcea County,Romania,642,80,29.16666667
573,Siem Reap,Siem Reap Province,Cambodia,116,60,95
574,Shenyang,Liaoning,China,156,6.25,76.5625
575,Chongqing,,China,156,30,63.75
576,Tianjin,,China,156,16.34615385,75
577,Lahore,Punjab,Pakistan,586,23.41463415,75.51546392
578,Wuhan,Hubei,China,156,14.81481481,72.72727273
579,Nagoya,Aichi Prefecture,Japan,392,76.25,37.5
580,Rajkot,Gujarat,India,356,43.60465116,58.10810811
581,Zvolen,Banska Bystrica Region,Slovakia,703,87.5,50
582,Vadodara,Gujarat,India,356,43.45794393,65.90909091
583,Gandhinagar,Gujarat,India,356,87.90322581,50
584,Alicante,Community of Valencia,Spain,724,80.68181818,40.625
585,Tychy,Silesian Voivodeship,Poland,616,22.5,43.75
586,Nantes,,France,250,72.61904762,20.58823529
587,Brest,,France,250,79.54545455,35.71428571
588,Murcia,Region of Murcia,Spain,724,68.18181818,32.14285714
589,Huelva,Andalusia,Spain,724,40,50
590,Sabadell,Catalonia,Spain,724,50,0
591,Gijon,Asturias,Spain,724,50,25
592,Jerez de la Frontera,Andalusia,Spain,724,67.85714286,25
593,Pontevedra,Galicia,Spain,724,96.42857143,16.66666667
594,Detroit,Michigan,United States of America,840,51.2195122,52.08333333
595,Lokeren,Flemish Region,Belgium,56,75,50
596,Majuro,,Marshall Islands,584,43.75,91.66666667
597,Bruges,Flemish Region,Belgium,56,82.5,30
598,Curico,Maule Region,Chile,152,25,50
599,Sint-Niklaas,Flemish Region,Belgium,56,25,50
600,Macerata,Marche,Italy,380,93.75,8.333333333
601,La Linea de la Concepcion,Andalusia,Spain,724,37.5,75
602,Ronda,Andalusia,Spain,724,100,0
603,Krk,Primorje-Gorski Kotar County,Croatia,191,50,50
604,Graz,Styria,Austria,40,53.33333333,21.15384615
605,Savona,Liguria,Italy,380,66.66666667,62.5
606,Piacenza,Emilia-Romagna,Italy,380,62.5,50
607,Ferrara,Emilia-Romagna,Italy,380,39.28571429,50
608,Ravenna,Emilia-Romagna,Italy,380,64.28571429,16.66666667
609,Forli,Emilia-Romagna,Italy,380,58.33333333,100
610,Rimini,Emilia-Romagna,Italy,380,75,62.5
611,Lucca,Tuscany,Italy,380,66.66666667,37.5
612,Pisa,Tuscany,Italy,380,53.125,37.5
613,Prato,Tuscany,Italy,380,50,50
614,Lecce,Apulia,Italy,380,71.66666667,47.72727273
615,Latina,Lazio,Italy,380,70.83333333,62.5
616,Foggia,Apulia,Italy,380,62.5,81.25
617,Barletta,Apulia,Italy,380,65,75
618,Brindisi,Apulia,Italy,380,35,58.33333333
619,Taranto,Apulia,Italy,380,75,50
620,Sassari,Sardinia,Italy,380,71.875,43.75
621,Olbia,Sardinia,Italy,380,87.5,50
622,Messina,Sicily,Italy,380,75,12.5
623,Syracuse,Sicily,Italy,380,59.375,75
624,Agrigento,Sicily,Italy,380,75,50
625,Tartu,Tartu County,Estonia,233,92.59259259,11.95652174
626,Banjarmasin,South Kalimantan,Indonesia,360,100,0
627,Aarau,Canton Aargau,Switzerland,756,87.5,0
628,Palangkaraya,Central Kalimantan,Indonesia,360,100,0
629,Huasco,Atacama Region,Chile,152,87.5,50
630,Iquique,Tarapaca Region,Chile,152,40,50
631,La Serena,Coquimbo Region,Chile,152,50,62.5
632,Balikpapan,East Kalimantan,Indonesia,360,72.22222222,38.88888889
633,Linares,Maule Region,Chile,152,0,50
634,Samarinda,East Kalimantan,Indonesia,360,87.5,0
635,Makassar,South Sulawesi,Indonesia,360,50,45
636,Aviles,Asturias,Spain,724,50,50
637,Kaufbeuren,Bavaria,Germany,276,100,50
638,Coburg,Bavaria,Germany,276,100,50
639,Ansbach,Bavaria,Germany,276,80,25
640,Bensheim,Hesse,Germany,276,87.5,50
641,Saarlouis,Saarland,Germany,276,100,50
642,Bernburg,Saxony-Anhalt,Germany,276,100,50
643,Backnang,Baden-Wurttemberg,Germany,276,100,0
644,Brno,,Czech Republic,203,55.93220339,35.18518519
645,Tarragona,Catalonia,Spain,724,50,45
646,Castello de la Plana,Community of Valencia,Spain,724,87.5,25
647,Albacete,Castile-La Mancha,Spain,724,75,12.5
648,Shenzhen,Guangdong,China,156,44.87179487,67.01388889
649,Kendari,Southeast Sulawesi,Indonesia,360,100,0
650,Badalona,Catalonia,Spain,724,87.5,50
651,Vilanova i la Geltru,Catalonia,Spain,724,87.5,50
652,Kagoshima,Kagoshima Prefecture,Japan,392,50,50
653,Caceres,Extremadura,Spain,724,100,50
654,Badajoz,Extremadura,Spain,724,96.875,43.75
655,Jaen,Andalusia,Spain,724,75,37.5
656,Cadiz,Andalusia,Spain,724,77.77777778,25
657,Salamanca,Castile and Leon,Spain,724,96.42857143,25
658,Novorossiysk,Krasnodar Krai,Russia,643,33.33333333,90
659,Manado,North Sulawesi,Indonesia,360,50,58.33333333
660,Domzale,Municipality of Domzale,Slovenia,705,50,0
661,Grosuplje,Municipality of Grosuplje,Slovenia,705,100,0
662,Idrija,Municipality of Idrija,Slovenia,705,75,25
663,Izola,Municipality of Izola,Slovenia,705,90,10
664,Murska Sobota,City Municipality of Murska Sobota,Slovenia,705,62.5,50
665,Ravne na Koroskem,Municipality of Ravne na Koroskem,Slovenia,705,75,50
666,Slovenska Bistrica,Municipality of Slovenska Bistrica,Slovenia,705,100,75
667,Slovenj Gradec,City Municipality of Slovenj Gradec,Slovenia,705,75,0
668,Skofja Loka,Municipality of Skofja Loka,Slovenia,705,100,0
669,Velenje,City Municipality of Velenje,Slovenia,705,75,50
670,Zagorje ob Savi,Zagorje ob Savi Municipality,Slovenia,705,62.5,50
671,Uelzen,Lower Saxony,Germany,276,100,50
672,Schwedt/Oder,Brandenburg,Germany,276,87.5,50
673,Esch-sur-Alzette,,Luxembourg,442,75,50
674,Deggendorf,Bavaria,Germany,276,50,0
675,Maldonado,Maldonado Department,Uruguay,858,100,0
676,Nanaimo,British Columbia,Canada,124,89.77272727,29.16666667
677,Ceske Budejovice,,Czech Republic,203,65,50
678,Busan,,South Korea,410,44.73684211,48.33333333
679,San Diego,California,United States of America,840,74.38271605,52.36486486
680,San Jose,California,United States of America,840,62.20930233,41.25
681,Denver,Colorado,United States of America,840,53.1779661,36.83035714
682,Houston,Texas,United States of America,840,45.86092715,57.09459459
683,Phoenix,Arizona,United States of America,840,44.29347826,47.64705882
684,Dallas,Texas,United States of America,840,63.38028169,42.69230769
685,Fort Worth,Texas,United States of America,840,47.72727273,51.13636364
686,Austin,Texas,United States of America,840,68.57142857,43.5
687,El Paso,Texas,United States of America,840,63.75,44.64285714
688,Memphis,Tennessee,United States of America,840,66.30434783,48.68421053
689,Charlotte,North Carolina,United States of America,840,76.875,31.57894737
690,Columbus,Ohio,United States of America,840,87.5,62.5
691,Jacksonville,Florida,United States of America,840,75.65789474,66.21621622
692,Guangzhou,Guangdong,China,156,29.32692308,68.47826087
693,Nanjing,Jiangsu,China,156,26.92307692,75
694,Long Beach,California,United States of America,840,50,32.69230769
695,Maple Ridge,British Columbia,Canada,124,66.66666667,41.66666667
696,Laredo,Texas,United States of America,840,0,100
697,Los Angeles,Biobio Region,Chile,152,12.5,50
698,Urumqi,Xinjiang,China,156,16.66666667,62.5
699,Oakland,California,United States of America,840,72.14285714,33.33333333
700,Thessaloniki,,Greece,300,39.52380952,47.5
701,Marikina,Metro Manila,Philippines,608,83.33333333,66.66666667
702,Muntinlupa,Metro Manila,Philippines,608,40.625,83.33333333
703,Pasay,Metro Manila,Philippines,608,25,100
704,Ballarat,Victoria,Australia,36,89.0625,23.33333333
705,Alice Springs,Northern Territory,Australia,36,65.625,28.125
706,Sacramento,California,United States of America,840,55.09259259,39.89361702
707,Biella,Piedmont,Italy,380,87.5,50
708,Honolulu,Hawaii,United States of America,840,74.58333333,41.51785714
709,Manchester,England,United Kingdom,826,52,37.77777778
710,Providence,Rhode Island,United States of America,840,76.47058824,59.61538462
711,Brooklyn,New York,United States of America,840,52.08333333,33.65384615
712,Tucson,Arizona,United States of America,840,84.27419355,39.65517241
713,Stockport,England,United Kingdom,826,75,0
714,Nha Trang,Khanh Hoa,Vietnam,704,51.92307692,57.69230769
715,Simferopol,Republic of Crimea,Russia,643,18.75,33.33333333
716,Gori,Shida Kartli,Georgia,268,75,50
717,Bucharest,,Romania,642,23.50574713,55.02336449
718,Tirana,Tirana County,Albania,8,18.31683168,73.17708333
719,Welwyn Garden City,England,United Kingdom,826,100,0
720,Stevenage,England,United Kingdom,826,75,0
721,Neustrelitz,Mecklenburg-Western Pomerania,Germany,276,100,50
722,Suwon,Gyeonggi Province,South Korea,410,28.125,6.25
723,Daejeon,,South Korea,410,33.92857143,42.5
724,Daegu,,South Korea,410,27.94117647,50
725,Incheon,,South Korea,410,27.08333333,33.33333333
726,Skovde,Vastra Gotaland County,Sweden,752,100,0
727,Aurora,Illinois,United States of America,840,75,25
728,Bath,England,United Kingdom,826,40,35
729,Bradford,England,United Kingdom,826,37.5,31.25
730,Landstuhl,Rhineland-Palatinate,Germany,276,100,0
731,Red Deer,Alberta,Canada,124,58.82352941,42.5
732,Swansea,Wales,United Kingdom,826,80.55555556,10
733,Bristol,England,United Kingdom,826,56.81818182,33.92857143
734,Nashville,Tennessee,United States of America,840,70,42.94871795
735,Salt Lake City,Utah,United States of America,840,23.13432836,41.66666667
736,Ulaanbaatar,,Mongolia,496,6.862745098,71.73913043
737,Edinburgh,Scotland,United Kingdom,826,75.81967213,12.5
738,Ashgabat,,Turkmenistan,795,61.11111111,36.11111111
739,Marseille,,France,250,29.44444444,52.43902439
740,Merida,Merida State,Venezuela,862,75,25
741,Atlanta,Georgia,United States of America,840,59.6875,46.57534247
742,Podgorica,Podgorica Municipality,Montenegro,499,51.13636364,38.88888889
743,Wellington,Wellington Region,New Zealand,554,95.68965517,27.40384615
744,Las Vegas,Nevada,United States of America,840,51.72413793,49.69135802
745,Valletta,,Malta,470,31.94444444,56.57894737
746,Vancouver,British Columbia,Canada,124,80.56930693,31.66666667
747,Liverpool,England,United Kingdom,826,71.66666667,20
748,Albany,New York,United States of America,840,87.5,31.25
749,Bremen,,Germany,276,78.75,15.625
750,Cabuyao,,Philippines,608,25,100
751,Harrisburg,Pennsylvania,United States of America,840,82.5,37.5
752,Da Lat,Lâm Đồng,Vietnam,704,62.5,54.16666667
753,Da Nang,,Vietnam,704,50,51.19047619
754,Uppsala,Uppsala County,Sweden,752,88.54166667,7.894736842
755,Gothenburg,Vastra Gotaland County,Sweden,752,82.25806452,20.53571429
756,Raciborz,Silesian Voivodeship,Poland,616,62.5,50
757,Trenton,New Jersey,United States of America,840,85,100
758,Newark,New Jersey,United States of America,840,50,62.5
759,Kosice,Kosice Region,Slovakia,703,52.38095238,35.29411765
760,Helsingborg,Skane County,Sweden,752,31.25,35
761,Vasteras,Vastmanland County,Sweden,752,80.76923077,16.66666667
762,Linkoping,Ostergotland County,Sweden,752,85,0
763,Funchal,Madeira,Portugal,620,84.09090909,31.94444444
764,Batumi,Adjara,Georgia,268,90.625,25
765,Umea,Vasterbotten County,Sweden,752,97.22222222,0
766,St. Gallen,Canton of St. Gallen,Switzerland,756,96.875,0
767,Orebro,Orebro County,Sweden,752,87.5,12.5
768,Zilina,Zilina region,Slovakia,703,55,31.25
769,Trondheim,Trondelag,Norway,578,91,9.210526316
770,Presov,Presov Region,Slovakia,703,58.33333333,25
771,Trnava,Trnava Region,Slovakia,703,60.71428571,0
772,Jieyang,Guangdong,China,156,12.5,50
773,Aley,Mount Lebanon Governorate,Lebanon,422,75,100
774,Jersey City,New Jersey,United States of America,840,58.33333333,60
775,Kalmar,Kalmar County,Sweden,752,100,50
776,Poprad,Presov Region,Slovakia,703,97.22222222,10
777,Nitra,Nitra Region,Slovakia,703,75,50
778,Keller,Texas,United States of America,840,66.66666667,25
779,Ciudad Juarez,Chihuahua,Mexico,484,56.25,43.75
780,Fukuoka,Fukuoka Prefecture,Japan,392,56.25,40.625
781,Nausori,Central Division,Fiji,242,0,100
782,Bergen,Vestland,Norway,578,80.3030303,17.59259259
783,Davenport,Iowa,United States of America,840,86.36363636,53.57142857
784,Ciudad Bolivar,Bolivar,Venezuela,862,100,50
785,Martin,Zilina region,Slovakia,703,55,0
786,Unaizah,Al-Qassim Province,Saudi Arabia,682,50,50
787,Najran,Najran Province,Saudi Arabia,682,75,25
788,Molndal,Vastra Gotaland County,Sweden,752,100,50
789,Ruzomberok,Zilina region,Slovakia,703,45,50
790,Jizan,Jazan Province,Saudi Arabia,682,25,100
791,Jayapura,Papua,Indonesia,360,100,12.5
792,Jackson,Mississippi,United States of America,840,85.41666667,28.57142857
793,Augusta,Maine,United States of America,840,50,100
794,Baton Rouge,Louisiana,United States of America,840,64.58333333,40.625
795,Lansing,Michigan,United States of America,840,92.85714286,41.66666667
796,Concord,New Hampshire,United States of America,840,91.66666667,15
797,Lincoln,Nebraska,United States of America,840,86.66666667,27.5
798,Annapolis,Maryland,United States of America,840,86.53846154,47.22222222
799,Olinda,Pernambuco,Brazil,76,50,75
800,Sao Luis,Maranhao,Brazil,76,50,100
801,Springfield,Illinois,United States of America,840,90.625,62.5
802,Hamadan,Hamadan Province,Iran,364,39.28571429,37.5
803,Kozhikode,Kerala,India,356,57.25806452,70.23809524
804,Saint Paul,Minnesota,United States of America,840,88.54166667,30
805,Lahti,,Finland,246,90.90909091,14.28571429
806,Jixi,Heilongjiang,China,156,12.5,50
807,Zunyi,Guizhou,China,156,0,50
808,Jinzhou,Liaoning,China,156,0,75
809,Zigong,Sichuan,China,156,0,50
810,Akureyri,,Iceland,352,85,75
811,Hastings,England,United Kingdom,826,100,0
812,Canterbury,England,United Kingdom,826,56.25,35.41666667
813,Montgomery,Alabama,United States of America,840,70.83333333,56.25
814,Boca Raton,Florida,United States of America,840,94.23076923,34.61538462
815,Juneau,Alaska,United States of America,840,100,25
816,Aswan,Aswan Governorate,Egypt,818,75,25
817,Asyut,Asyut Governorate,Egypt,818,50,25
818,Chengdu,Sichuan,China,156,22.14285714,58.87096774
819,Zhengzhou,Henan,China,156,2.631578947,68.33333333
820,Heredia,Heredia Province,Costa Rica,188,35.71428571,50
821,Cartago,Provincia de Cartago,Costa Rica,188,78.125,18.75
822,Jalgaon,Maharashtra,India,356,33.75,54.6875
823,Rouen,,France,250,47.72727273,57.14285714
824,El Alto,La Paz Department,Bolivia,68,50,100
825,Burlington,Vermont,United States of America,840,100,30
826,Krakow,Lesser Poland Voivodeship,Poland,616,12.19879518,36.53846154
827,Invercargill,Southland Region,New Zealand,554,72.22222222,30
828,Allen,Texas,United States of America,840,75,12.5
829,Las Cruces,New Mexico,United States of America,840,82.8125,33.33333333
830,Sikar,Rajasthan,India,356,58.33333333,87.5
831,Melitopol,Zaporizhzhia Oblast,Ukraine,804,75,50
832,Jalandhar,Punjab,India,356,23.75,67.1875
833,Little Rock,Arkansas,United States of America,840,89.28571429,22.05882353
834,Hubli,Karnataka,India,356,26.78571429,69.44444444
835,Hartford,Connecticut,United States of America,840,65.38461538,50
